Point ID,j,k_0,k_1,k_Magnitude,lambda,Points_0,Points_1,Points_2,Points_Magnitude,trials,u,u_active,u_d,u_essential,∂u_∂x,∂u_∂x_d,∂u_∂xx,∂u_∂xx_d,∂u_∂y,∂u_∂y_d
6550,4,16,90,91,3,-0.65625,0.471354,0.000141662,0.807984,0,0.999993,0,0,0,-0.000141745,0,-0.00284094,0,0.000141662,0
6551,4,16,91,92,1,-0.65625,0.473958,0.000134231,0.809506,0,0.999993,0,0,0,-0.000134517,0,-0.00269584,0,0.000134231,0
6552,4,16,91,92,3,-0.65625,0.476562,0.000127686,0.811034,0,0.999994,0,0,0,-0.000127714,0,-0.00256142,0,0.000127686,0
6553,4,16,92,93,1,-0.65625,0.479167,0.000121017,0.812567,0,0.999994,0,0,0,-0.000121216,0,-0.00242793,0,0.000121017,0
6554,4,16,92,93,3,-0.65625,0.481771,0.000115347,0.814105,0,0.999994,0,0,0,-0.00011509,0,-0.00230691,0,0.000115347,0
6555,4,16,93,94,1,-0.65625,0.484375,0.000109411,0.815649,0,0.999995,0,0,0,-0.000109265,0,-0.00219173,0,0.000109411,0
6556,4,16,93,94,3,-0.65625,0.486979,0.000103743,0.817198,0,0.999995,0,0,0,-0.000103719,0,-0.00208092,0,0.000103743,0
6557,4,16,94,95,1,-0.65625,0.489583,9.84552e-05,0.818753,0,0.999995,0,0,0,-9.84534e-05,0,-0.0019751,0,9.84552e-05,0
6558,4,16,94,95,3,-0.65625,0.492188,9.34571e-05,0.820312,0,0.999995,0,0,0,-9.34558e-05,0,-0.00187488,0,9.34571e-05,0
6559,4,16,95,96,1,-0.65625,0.494792,8.87134e-05,0.821878,0,0.999996,0,0,0,-8.87133e-05,0,-0.00177965,0,8.87134e-05,0
6560,4,16,95,96,3,-0.65625,0.497396,8.42091e-05,0.823448,0,0.999996,0,0,0,-8.42113e-05,0,-0.00168937,0,8.42091e-05,0
6561,4,16,96,97,1,-0.65625,0.5,7.99344e-05,0.825024,0,0.999996,0,0,0,-7.99376e-05,0,-0.00160373,0,7.99344e-05,0
6562,3,8,0,8,1,-0.645833,0,1.94854,2.05278,0,0.897328,1,0.000163769,1,-1.94802,0.00407728,-34.9498,-0.010556,1.94854,-0.00401948
6563,4,17,0,17,2,-0.645833,0.00260417,1.85925,1.96823,0,0.902286,1,2.84747e-10,0,-1.85878,7.25429e-08,-33.5336,1.77845e-06,1.85925,1.32969e-06
6564,3,8,0,8,3,-0.645833,0.00520833,1.77362,1.88755,0,0.907015,1,-2.4068e-09,0,-1.77319,-5.98408e-08,-32.1579,7.61527e-07,1.77362,-1.38184e-06
6565,4,17,1,17,2,-0.645833,0.0078125,1.69152,1.81064,0,0.911526,1,-9.28533e-10,0,-1.69114,-2.8371e-08,-30.8229,-5.71435e-07,1.69152,-1.22383e-07
6566,3,8,1,8,1,-0.645833,0.0104167,1.61286,1.73739,0,0.915828,1,0.000122056,1,-1.61252,0.00391795,-29.5292,0.0417542,1.61286,-0.00389133
6567,4,17,2,17,2,-0.645833,0.0130208,1.53752,1.66771,0,0.91993,1,-1.6571e-10,0,-1.53722,1.49892e-08,-28.2768,3.56316e-07,1.53752,4.86695e-08
6568,3,8,1,8,3,-0.645833,0.015625,1.4654,1.60148,0,0.923839,1,1.50619e-09,0,-1.46514,1.02153e-08,-27.0658,-4.71111e-06,1.4654,2.5726e-07
6569,4,17,3,17,2,-0.645833,0.0182292,1.39639,1.53861,0,0.927565,1,-2.21857e-10,0,-1.39616,1.06785e-08,-25.8958,2.71324e-07,1.39639,-1.5502e-08
6570,3,8,2,8,1,-0.645833,0.0208333,1.33038,1.479,0,0.931114,1,8.41757e-05,1,-1.33017,0.00334676,-24.7667,0.0653042,1.33038,-0.00333638
6571,4,17,4,17,2,-0.645833,0.0234375,1.26726,1.42253,0,0.934496,1,-3.20505e-10,0,-1.26708,8.05599e-09,-23.6779,2.94639e-07,1.26726,-9.76267e-09
6572,3,8,2,8,3,-0.645833,0.0260417,1.20693,1.36911,0,0.937717,1,-1.26904e-09,0,-1.20677,-8.05151e-10,-22.629,4.63452e-06,1.20693,-1.16081e-07
6573,4,17,5,17,2,-0.645833,0.0286458,1.14929,1.31863,0,0.940785,1,-3.93891e-10,0,-1.14915,6.34239e-09,-21.6192,3.05113e-07,1.14929,-5.86869e-09
6574,3,8,3,8,1,-0.645833,0.03125,1.09423,1.27099,0,0.943705,1,5.3072e-05,1,-1.09411,0.00263101,-20.6477,0.0695684,1.09423,-0.00262674
6575,4,17,6,18,2,-0.645833,0.0338542,1.04166,1.22609,0,0.946486,1,-4.5221e-10,0,-1.04155,4.87346e-09,-19.7139,2.91034e-07,1.04166,-3.36695e-09
6576,3,8,3,8,3,-0.645833,0.0364583,0.991472,1.18383,0,0.949133,1,-1.47807e-09,0,-0.991373,-6.76624e-09,-18.8169,4.30661e-06,0.991472,1.86176e-08
6577,4,17,7,18,2,-0.645833,0.0390625,0.943578,1.1441,0,0.951652,1,-5.00739e-10,0,-0.94349,3.52616e-09,-17.9557,2.63678e-07,0.943578,-1.54541e-09
6578,3,8,4,8,1,-0.645833,0.0416667,0.897884,1.10681,0,0.954049,1,2.93974e-05,1,-0.897806,0.00193185,-17.1295,0.062919,0.897884,-0.00193001
6579,4,17,8,18,2,-0.645833,0.0442708,0.8543,1.07186,0,0.95633,1,-5.42036e-10,0,-0.85423,2.30911e-09,-16.3371,2.32268e-07,0.8543,-7.43001e-11
6580,3,8,4,8,3,-0.645833,0.046875,0.812737,1.03915,0,0.9585,1,-1.19783e-09,0,-0.812676,-2.72651e-08,-15.5778,1.48169e-06,0.812737,3.24086e-08
6581,4,17,9,19,2,-0.645833,0.0494792,0.773113,1.00859,0,0.960565,1,-5.77536e-10,0,-0.773058,1.24074e-09,-14.8503,2.01015e-07,0.773113,1.1698e-09
6582,3,8,5,9,1,-0.645833,0.0520833,0.735344,0.980073,0,0.962528,1,1.25214e-05,1,-0.735295,0.00133079,-14.1539,0.0515426,0.735344,-0.00132998
6583,4,17,10,19,2,-0.645833,0.0546875,0.69935,0.953511,0,0.964396,1,-6.08237e-10,0,-0.699307,3.27066e-10,-13.4873,1.72141e-07,0.69935,2.23433e-09
6584,3,8,5,9,3,-0.645833,0.0572917,0.665056,0.928807,0,0.966172,1,-8.44255e-10,0,-0.665018,-3.22319e-08,-12.8497,-9.97442e-08,0.665056,3.37755e-08
6585,4,17,11,20,2,-0.645833,0.0598958,0.632388,0.905871,0,0.967861,1,-6.34949e-10,0,-0.632354,-4.33988e-10,-12.2399,1.46314e-07,0.632388,3.14208e-09
6586,3,8,6,10,1,-0.645833,0.0625,0.601272,0.88461,0,0.969467,1,1.2504e-06,1,-0.601242,0.000855749,-11.6571,0.0393241,0.601272,-0.000855393
6587,4,17,12,20,2,-0.645833,0.0651042,0.571642,0.864936,0,0.970994,1,-6.58361e-10,0,-0.571615,-1.05358e-09,-11.1002,1.24049e-07,0.571642,3.8996e-09
6588,3,8,6,10,3,-0.645833,0.0677083,0.54343,0.846759,0,0.972446,1,-5.20566e-10,0,-0.543406,-2.70941e-08,-10.5682,-6.97932e-07,0.54343,2.75852e-08
6589,4,17,13,21,2,-0.645833,0.0703125,0.516572,0.829995,0,0.973826,1,-6.79062e-10,0,-0.516552,-1.54485e-09,-10.0602,1.05427e-07,0.516572,4.52547e-09
6590,3,8,7,10,1,-0.645833,0.0729167,0.491008,0.814559,0,0.975138,1,-5.72683e-06,1,-0.49099,0.000503619,-9.57529,0.0283153,0.491008,-0.000503464
6591,4,17,14,22,2,-0.645833,0.0755208,0.466678,0.80037,0,0.976384,1,-6.97552e-10,0,-0.466662,-1.91841e-09,-9.11252,8.98564e-08,0.466678,5.02158e-09
6592,3,8,7,10,3,-0.645833,0.078125,0.443526,0.78735,0,0.977569,1,-2.77237e-10,0,-0.443512,-1.89292e-08,-8.671,-7.59602e-07,0.443526,1.91056e-08
6593,4,17,15,22,2,-0.645833,0.0807292,0.421498,0.775421,0,0.978695,1,-7.14233e-10,0,-0.421485,-2.18911e-09,-8.24987,7.75628e-08,0.421498,5.39589e-09
6594,3,8,8,11,1,-0.645833,0.0833333,0.40054,0.764511,0,0.979765,1,-9.60332e-06,1,-0.40053,0.000256554,-7.84829,0.0193376,0.40054,-0.000256488
6595,4,17,16,23,2,-0.645833,0.0859375,0.380605,0.75455,0,0.980782,1,-7.29421e-10,0,-0.380595,-2.36755e-09,-7.46543,6.69292e-08,0.380604,5.65927e-09
6596,3,8,8,11,3,-0.645833,0.0885417,0.361642,0.74547,0,0.981749,1,-1.18961e-10,0,-0.361634,-1.15182e-08,-7.10052,-6.04632e-07,0.361642,1.15888e-08
6597,4,17,17,24,2,-0.645833,0.0911458,0.343608,0.737208,0,0.982667,1,-7.43353e-10,0,-0.343602,-2.46624e-09,-6.75278,5.88637e-08,0.343608,5.80938e-09
6598,3,8,9,12,1,-0.645833,0.09375,0.326459,0.729702,0,0.983539,1,-1.13572e-05,1,-0.326453,9.21957e-05,-6.42146,0.0124981,0.326459,-9.21689e-05
6599,4,17,18,24,2,-0.645833,0.0963542,0.310151,0.722896,0,0.984368,1,-7.56184e-10,0,-0.310146,-2.49432e-09,-6.10586,5.2443e-08,0.310151,5.85601e-09
6600,3,8,9,12,3,-0.645833,0.0989583,0.294646,0.716735,0,0.985155,1,-2.84612e-11,0,-0.294642,-6.11819e-09,-5.80527,-4.08028e-07,0.294646,6.14947e-09
6601,4,17,19,25,2,-0.645833,0.101562,0.279905,0.71117,0,0.985903,1,-7.68009e-10,0,-0.279901,-2.46182e-09,-5.51904,4.72852e-08,0.279905,5.79893e-09
6602,3,8,10,12,1,-0.645833,0.104167,0.265891,0.706151,0,0.986614,1,-1.1736e-05,1,-0.265889,-1.08318e-05,-5.24653,0.00755462,0.265891,1.0842e-05
6603,4,17,20,26,2,-0.645833,0.106771,0.25257,0.701636,0,0.987288,1,-7.78868e-10,0,-0.252568,-2.37811e-09,-4.9871,4.28552e-08,0.25257,5.64631e-09
6604,3,8,10,12,3,-0.645833,0.109375,0.239909,0.697581,0,0.98793,1,1.61461e-11,0,-0.239907,-2.69868e-09,-4.74018,-2.43382e-07,0.239909,2.71419e-09
6605,4,17,21,27,2,-0.645833,0.111979,0.227874,0.69395,0,0.988539,1,-7.88756e-10,0,-0.227873,-2.25075e-09,-4.50519,3.92105e-08,0.227874,5.39819e-09
6606,3,8,11,13,1,-0.645833,0.114583,0.216437,0.690706,0,0.989117,1,-1.12812e-05,1,-0.216436,-7.05325e-05,-4.28159,0.00413959,0.216437,7.05359e-05
6607,4,17,22,27,2,-0.645833,0.117188,0.205568,0.687817,0,0.989666,1,-7.97636e-10,0,-0.205567,-2.08993e-09,-4.06884,3.56017e-08,0.205568,5.06713e-09
6608,3,8,11,13,3,-0.645833,0.119792,0.195239,0.685251,0,0.990188,1,3.3293e-11,0,-0.195238,-7.77195e-10,-3.86645,-1.28713e-07,0.195239,7.84216e-10
6609,4,17,23,28,2,-0.645833,0.122396,0.185424,0.682981,0,0.990684,1,-8.05452e-10,0,-0.185424,-1.90218e-09,-3.67393,3.21892e-08,0.185424,4.65794e-09
6610,3,8,12,14,1,-0.645833,0.125,0.176098,0.680982,0,0.991154,1,-1.03677e-05,1,-0.176099,-0.000100941,-3.49082,0.00188119,0.176098,0.000100941
6611,4,17,24,29,2,-0.645833,0.127604,0.167238,0.679229,0,0.991601,1,-8.12149e-10,0,-0.167238,-1.69996e-09,-3.31668,2.83999e-08,0.167238,4.18972e-09
6612,3,8,12,14,3,-0.645833,0.130208,0.158819,0.677701,0,0.992026,1,3.587e-11,0,-0.15882,1.67361e-10,-3.15108,-5.80464e-08,0.158819,-1.64892e-10
6613,4,17,25,30,2,-0.645833,0.132812,0.150822,0.676378,0,0.992429,1,-8.17678e-10,0,-0.150822,-1.49019e-09,-2.99362,2.41672e-08,0.150822,3.67497e-09
6614,3,8,13,15,1,-0.645833,0.135417,0.143224,0.675242,0,0.992812,1,-9.24369e-06,1,-0.143224,-0.000112415,-2.84391,0.000457462,0.143224,0.000112415
6615,4,17,26,31,2,-0.645833,0.138021,0.136006,0.674276,0,0.993175,1,-8.22018e-10,0,-0.136007,-1.28201e-09,-2.70159,2.03422e-08,0.136006,3.13816e-09
6616,3,8,13,15,3,-0.645833,0.140625,0.129149,0.673465,0,0.99352,1,3.18296e-11,0,-0.12915,5.43364e-10,-2.56629,-1.87836e-08,0.129149,-5.40154e-10
6617,4,17,27,31,2,-0.645833,0.143229,0.122636,0.672796,0,0.993848,1,-8.25183e-10,0,-0.122638,-1.08563e-09,-2.43768,1.618e-08,0.122636,2.59757e-09
6618,3,8,14,16,1,-0.645833,0.145833,0.11645,0.672256,0,0.994159,1,-8.06582e-06,1,-0.116451,-0.000112279,-2.31545,-0.000387137,0.11645,0.000112278
6619,4,17,28,32,2,-0.645833,0.148438,0.110574,0.671834,0,0.994455,1,-8.27231e-10,0,-0.110575,-9.05839e-10,-2.19927,1.17877e-08,0.110574,2.08649e-09
6620,3,8,14,16,3,-0.645833,0.151042,0.104993,0.671519,0,0.994735,1,2.55993e-11,0,-0.104994,6.20134e-10,-2.08885,7.5173e-10,0.104993,-6.19665e-10
6621,4,17,29,33,2,-0.645833,0.153646,0.0996922,0.671302,0,0.995002,1,-8.28277e-10,0,-0.0996935,-7.51676e-10,-1.98393,7.55757e-09,0.0996922,1.6192e-09
6622,3,8,15,17,1,-0.645833,0.15625,0.0946577,0.671174,0,0.995255,1,-6.92734e-06,1,-0.094659,-0.000105523,-1.88422,-0.000844142,0.0946577,0.000105522
6623,4,17,30,34,2,-0.645833,0.158854,0.0898764,0.671128,0,0.995495,1,-8.28476e-10,0,-0.0898777,-6.24341e-10,-1.78948,4.01295e-09,0.0898764,1.22886e-09
6624,3,8,15,17,3,-0.645833,0.161458,0.0853355,0.671157,0,0.995723,1,1.93768e-11,0,-0.0853368,5.62314e-10,-1.69946,8.57376e-09,0.0853355,-5.62682e-10
6625,4,17,31,35,2,-0.645833,0.164062,0.0810231,0.671254,0,0.99594,1,-8.28029e-10,0,-0.0810245,-5.26309e-10,-1.61394,1.159e-09,0.0810231,9.19677e-10
6626,3,8,16,17,1,-0.645833,0.166667,0.0769278,0.671414,0,0.996145,1,-5.8789e-06,1,-0.0769292,-9.54253e-05,-1.53268,-0.00105115,0.0769278,9.54246e-05
6627,4,17,32,36,2,-0.645833,0.169271,0.0730388,0.671631,0,0.996341,1,-8.2716e-10,0,-0.0730401,-4.55144e-10,-1.45548,-8.43112e-10,0.0730388,7.09242e-10
6628,3,8,16,17,3,-0.645833,0.171875,0.0693457,0.671901,0,0.996526,1,1.40529e-11,0,-0.069347,4.57618e-10,-1.38215,1.0496e-08,0.0693457,-4.58047e-10
6629,4,17,33,37,2,-0.645833,0.174479,0.0658387,0.672219,0,0.996702,1,-8.2609e-10,0,-0.06584,-4.05441e-10,-1.31248,-1.80643e-09,0.0658387,5.85814e-10
6630,3,8,17,18,1,-0.645833,0.177083,0.0625085,0.672582,0,0.996869,1,-4.94364e-06,1,-0.0625098,-8.40593e-05,-1.24631,-0.00110367,0.0625085,8.40588e-05
6631,4,17,34,38,2,-0.645833,0.179688,0.0593462,0.672986,0,0.997028,1,-8.25022e-10,0,-0.0593475,-3.71634e-10,-1.18345,-1.82803e-09,0.0593462,5.40152e-10
6632,3,8,17,18,3,-0.645833,0.182292,0.0563435,0.673428,0,0.997178,1,9.86314e-12,0,-0.0563448,3.48803e-10,-1.12374,9.75522e-09,0.0563435,-3.47979e-10
6633,4,17,35,38,2,-0.645833,0.184896,0.0534923,0.673905,0,0.997321,1,-8.24099e-10,0,-0.0534936,-3.43502e-10,-1.06703,-9.93805e-10,0.0534923,5.4316e-10
6634,3,8,18,19,1,-0.645833,0.1875,0.050785,0.674415,0,0.997457,1,-4.12769e-06,1,-0.0507863,-7.26729e-05,-1.01317,-0.00106604,0.050785,7.26725e-05
6635,4,17,36,39,2,-0.645833,0.190104,0.0482145,0.674955,0,0.997586,1,-8.23403e-10,0,-0.0482156,-3.15123e-10,-0.962008,3.07195e-10,0.0482145,5.68839e-10
6636,3,8,18,19,3,-0.645833,0.192708,0.0457737,0.675524,0,0.997708,1,6.73199e-12,0,-0.0457748,2.54471e-10,-0.913422,8.0904e-09,0.0457737,-2.54481e-10
6637,4,17,37,40,2,-0.645833,0.195312,0.0434562,0.676118,0,0.997824,1,-8.22934e-10,0,-0.0434573,-2.80169e-10,-0.867278,1.70513e-09,0.0434562,5.82393e-10
6638,3,8,19,20,1,-0.645833,0.197917,0.0412558,0.676738,0,0.997935,1,-3.42723e-06,1,-0.0412569,-6.19671e-05,-0.823456,-0.000980302,0.0412558,6.19668e-05
6639,4,17,38,41,2,-0.645833,0.200521,0.0391666,0.67738,0,0.998039,1,-8.22623e-10,0,-0.0391677,-2.33488e-10,-0.781839,3.50786e-09,0.0391666,5.6326e-10
6640,3,8,19,20,3,-0.645833,0.203125,0.037183,0.678044,0,0.998139,1,4.49104e-12,0,-0.0371841,1.79805e-10,-0.742318,6.20909e-09,0.037183,-1.81115e-10
6641,4,17,39,42,2,-0.645833,0.205729,0.0352997,0.678728,0,0.998233,1,-8.22357e-10,0,-0.0353007,-1.76227e-10,-0.704788,3.72849e-09,0.0352997,4.94164e-10
6642,3,8,20,21,1,-0.645833,0.208333,0.0335117,0.679431,0,0.998323,1,-2.83311e-06,1,-0.0335126,-5.22907e-05,-0.669148,-0.000873074,0.0335117,5.22905e-05
6643,4,17,40,43,2,-0.645833,0.210938,0.031814,0.680152,0,0.998408,1,-8.21995e-10,0,-0.031815,-1.11423e-10,-0.635305,4.14526e-09,0.031814,3.69935e-10
6644,3,8,20,21,3,-0.645833,0.213542,0.0302022,0.680891,0,0.998488,1,2.91374e-12,0,-0.0302032,1.23728e-10,-0.603169,4.60152e-09,0.0302022,-1.23235e-10
6645,4,17,41,44,2,-0.645833,0.216146,0.028672,0.681646,0,0.998565,1,-8.21395e-10,0,-0.0286729,-4.53467e-11,-0.572653,2.81802e-09,0.028672,1.98527e-10
6646,3,8,21,22,1,-0.645833,0.21875,0.0272192,0.682417,0,0.998638,1,-2.3338e-06,1,-0.0272201,-4.3774e-05,-0.543677,-0.000760538,0.0272192,4.37739e-05
6647,4,17,42,45,2,-0.645833,0.221354,0.0258399,0.683203,0,0.998707,1,-8.20456e-10,0,-0.0258408,1.20336e-11,-0.516163,1.28758e-09,0.0258399,3.91746e-12
6648,3,8,21,22,3,-0.645833,0.223958,0.0245304,0.684003,0,0.998772,1,1.85183e-12,0,-0.0245312,8.39482e-11,-0.490039,3.22743e-09,0.0245304,-8.64453e-11
6649,4,17,43,46,2,-0.645833,0.226562,0.0232872,0.684816,0,0.998835,1,-8.19163e-10,0,-0.023288,5.09913e-11,-0.465233,-7.46291e-10,0.0232872,-1.64437e-10
6650,3,8,22,23,1,-0.645833,0.229167,0.022107,0.685643,0,0.998894,1,-1.91712e-06,1,-0.0221077,-3.64177e-05,-0.441681,-0.000652006,0.022107,3.64176e-05
6651,4,17,44,47,2,-0.645833,0.231771,0.0209865,0.686483,0,0.99895,1,-8.17628e-10,0,-0.0209872,6.30455e-11,-0.419318,-2.04142e-09,0.0209865,-2.61747e-10
6652,3,8,22,23,3,-0.645833,0.234375,0.0199227,0.687335,0,0.999003,1,1.14853e-12,0,-0.0199234,5.54637e-11,-0.398085,2.11412e-09,0.0199227,-5.78886e-11
6653,4,17,45,48,2,-0.645833,0.236979,0.0189128,0.688199,0,0.999054,1,-8.1608e-10,0,-0.0189135,4.81638e-11,-0.377925,-2.53195e-09,0.0189128,-2.38611e-10
6654,3,8,23,24,1,-0.645833,0.239583,0.0179541,0.689074,0,0.999102,1,-1.57131e-06,1,-0.0179547,-3.01506e-05,-0.358785,-0.000552371,0.0179541,3.01505e-05
6655,4,17,46,49,2,-0.645833,0.242188,0.0170439,0.689961,0,0.999147,1,-8.14828e-10,0,-0.0170445,1.24587e-11,-0.340612,-8.88032e-10,0.0170439,-8.84764e-11
6656,3,8,23,24,3,-0.645833,0.244792,0.0161798,0.690858,0,0.99919,1,6.38967e-13,0,-0.0161804,3.73252e-11,-0.323358,1.46063e-09,0.0161798,-4.0248e-11
6657,4,17,47,49,2,-0.645833,0.247396,0.0153595,0.691767,0,0.999232,1,-8.1416e-10,0,-0.0153601,-2.72012e-11,-0.306977,2.89544e-09,0.0153595,1.65233e-10
6658,3,8,24,25,1,-0.645833,0.25,0.0145807,0.692686,0,0.999271,1,-1.28557e-06,1,-0.0145813,-2.48663e-05,-0.291424,-0.000463774,0.0145807,2.48662e-05
6659,4,17,48,50,2,-0.645833,0.252604,0.0138414,0.693615,0,0.999308,1,-8.14246e-10,0,-0.013842,-4.92434e-11,-0.276659,7.24909e-09,0.0138414,4.53714e-10
6660,3,8,24,25,3,-0.645833,0.255208,0.0131396,0.694554,0,0.999343,1,3.89171e-13,0,-0.0131401,2.18468e-11,-0.26264,9.07369e-10,0.0131396,-2.32491e-11
6661,4,17,49,51,2,-0.645833,0.257812,0.0124733,0.695502,0,0.999376,1,-8.15066e-10,0,-0.0124738,-3.45333e-11,-0.249331,1.27162e-08,0.0124733,6.8998e-10
6662,3,8,25,26,1,-0.645833,0.260417,0.0118408,0.696461,0,0.999408,1,-1.05027e-06,1,-0.0118413,-2.04457e-05,-0.236695,-0.000386701,0.0118408,2.04457e-05
6663,4,17,50,52,2,-0.645833,0.263021,0.0112404,0.697429,0,0.999438,1,-8.16381e-10,0,-0.0112408,3.19312e-11,-0.2247,1.72806e-08,0.0112404,7.84922e-10
6664,3,8,25,26,3,-0.645833,0.265625,0.0106703,0.698406,0,0.999466,1,1.85758e-13,0,-0.0106708,1.12618e-11,-0.213311,1.02094e-09,0.0106703,4.39993e-12
6665,4,17,51,53,2,-0.645833,0.268229,0.0101292,0.699393,0,0.999493,1,-8.17738e-10,0,-0.0101297,1.54597e-10,-0.202499,1.9307e-08,0.0101292,6.49403e-10
6666,3,8,26,27,1,-0.645833,0.270833,0.00961553,0.700388,0,0.999519,1,-8.57035e-07,1,-0.00961595,-1.677e-05,-0.192235,-0.000320705,0.00961553,1.67702e-05
6667,4,17,52,54,2,-0.645833,0.273438,0.00912787,0.701393,0,0.999543,1,-8.18485e-10,0,-0.00912827,3.22905e-10,-0.18249,1.79458e-08,0.00912787,2.38851e-10
6668,3,8,26,27,3,-0.645833,0.276042,0.00866494,0.702406,0,0.999567,1,-1.29432e-13,0,-0.00866532,1.69682e-11,-0.173239,5.92122e-10,0.00866494,-2.34024e-11
6669,4,17,53,55,2,-0.645833,0.278646,0.00822547,0.703429,0,0.999589,1,-8.17954e-10,0,-0.00822584,5.01625e-10,-0.164457,1.18979e-08,0.00822547,-4.12243e-10
6670,3,8,27,28,1,-0.645833,0.28125,0.00780828,0.704459,0,0.999609,1,-6.98696e-07,1,-0.00780864,-1.37283e-05,-0.156119,-0.000264851,0.00780828,1.37284e-05
6671,4,17,54,56,2,-0.645833,0.283854,0.00741225,0.705499,0,0.999629,1,-8.15687e-10,0,-0.00741259,6.43288e-10,-0.148204,3.08707e-09,0.00741225,-1.14891e-09
6672,3,8,27,28,3,-0.645833,0.286458,0.00703629,0.706547,0,0.999648,1,2.83635e-13,0,-0.00703662,1.11043e-12,-0.14069,-8.4564e-10,0.00703629,-5.17755e-11
6673,4,17,55,57,2,-0.645833,0.289062,0.0066794,0.707603,0,0.999666,1,-8.11734e-10,0,-0.00667972,6.99527e-10,-0.133556,-6.88867e-09,0.0066794,-1.75231e-09
6674,3,8,28,29,1,-0.645833,0.291667,0.0063406,0.708668,0,0.999683,1,-5.69177e-07,1,-0.00634091,-1.12207e-05,-0.126784,-0.000217998,0.0063406,1.12207e-05
6675,4,17,56,58,2,-0.645833,0.294271,0.00601899,0.709741,0,0.999699,1,-8.06763e-10,0,-0.00601928,6.40442e-10,-0.120355,-1.40224e-08,0.00601899,-1.97749e-09
6676,3,8,28,29,3,-0.645833,0.296875,0.00571368,0.710822,0,0.999714,1,-2.20739e-13,0,-0.00571396,-4.78003e-12,-0.114252,1.67225e-09,0.00571368,8.91785e-11
6677,4,17,57,59,2,-0.645833,0.299479,0.00542385,0.711911,0,0.999729,1,-8.0185e-10,0,-0.00542413,4.7206e-10,-0.108459,-1.53249e-08,0.00542385,-1.70259e-09
6678,3,8,29,30,1,-0.645833,0.302083,0.00514872,0.713009,0,0.999742,1,-4.6338e-07,1,-0.00514899,-9.15961e-06,-0.102958,-0.000178961,0.00514872,9.15926e-06
6679,4,17,58,60,2,-0.645833,0.304688,0.00488755,0.714114,0,0.999756,1,-7.98203e-10,0,-0.0048878,2.38078e-10,-0.0977371,-9.48956e-09,0.00488755,-9.60972e-10
6680,3,8,29,30,3,-0.645833,0.307292,0.00463962,0.715227,0,0.999768,1,4.56218e-14,0,-0.00463986,2.75515e-11,-0.0927805,-3.19951e-09,0.00463962,-2.22959e-10
6681,4,17,59,61,2,-0.645833,0.309896,0.00440426,0.716349,0,0.99978,1,-7.96884e-10,0,-0.00440449,-1.25694e-11,-0.0880751,3.15635e-09,0.00440426,1.7586e-10
6682,3,8,30,31,1,-0.645833,0.3125,0.00418084,0.717478,0,0.999791,1,-3.7706e-07,1,-0.00418106,-7.46957e-06,-0.0836083,-0.000146602,0.00418084,7.46911e-06
6683,4,17,60,62,2,-0.645833,0.315104,0.00396875,0.718615,0,0.999801,1,-7.98766e-10,0,-0.00396897,-2.02343e-10,-0.0793679,2.29362e-08,0.00396875,1.55967e-09
6684,3,8,30,31,3,-0.645833,0.317708,0.00376742,0.719759,0,0.999812,1,5.05775e-13,0,-0.00376763,-8.22204e-11,-0.0753425,4.65878e-09,0.00376742,3.93843e-10
6685,4,17,61,63,2,-0.645833,0.320312,0.0035763,0.720912,0,0.999821,1,-8.03959e-10,0,-0.0035765,-2.30322e-10,-0.0715212,4.68092e-08,0.0035763,2.79374e-09
6686,3,8,31,32,1,-0.645833,0.322917,0.00339488,0.722072,0,0.99983,1,-3.06697e-07,1,-0.00339507,-6.0866e-06,-0.0678935,-0.000119877,0.00339488,6.08699e-06
6687,4,17,62,64,2,-0.645833,0.325521,0.00322265,0.723239,0,0.999839,1,-8.11544e-10,0,-0.00322283,1.09397e-12,-0.06445,6.58041e-08,0.00322265,3.28639e-09
6688,3,8,31,32,3,-0.645833,0.328125,0.00305916,0.724414,0,0.999847,1,-1.30654e-12,0,-0.00305934,5.99242e-11,-0.0611809,1.72166e-09,0.00305916,-2.7798e-11
6689,4,17,63,65,2,-0.645833,0.330729,0.00290397,0.725597,0,0.999855,1,-8.19226e-10,0,-0.00290414,5.07252e-10,-0.0580777,7.25773e-08,0.00290397,2.6151e-09
6690,3,8,32,32,1,-0.645833,0.333333,0.00275664,0.726787,0,0.999862,1,-2.49384e-07,1,-0.0027568,-4.95629e-06,-0.0551317,-9.78912e-05,0.00275664,4.95707e-06
6691,4,17,64,66,2,-0.645833,0.335938,0.00261679,0.727985,0,0.999869,1,-8.23416e-10,0,-0.00261695,1.19296e-09,-0.0523353,5.89842e-08,0.00261679,5.68288e-10
6692,3,8,32,32,3,-0.645833,0.338542,0.00248403,0.729189,0,0.999876,1,1.04607e-12,0,-0.00248418,-8.99036e-12,-0.0496805,-4.81191e-09,0.00248404,-2.2257e-10
6693,4,17,65,67,2,-0.645833,0.341146,0.00235801,0.730402,0,0.999882,1,-8.21269e-10,0,-0.00235816,1.85391e-09,-0.0471605,2.78086e-08,0.00235801,-2.32006e-09
6694,3,8,33,33,1,-0.645833,0.34375,0.00223838,0.731621,0,0.999888,1,-2.02734e-07,1,-0.00223852,-4.03329e-06,-0.0447682,-7.98537e-05,0.00223838,4.03369e-06
